codigo;marcaDeTiempo;mensaje;indicesFicherosModificados
87aurv40;20080727230436;To those I leave behind, good luck!;157,37
ycv5fji7;20060305015430;bugger;67
27a3srbz;20060319100353;fix;23,56,95,53,85,91,61
1hsuqj99;20030601060108;It was the best of times, it was the worst of times;66,138,146,136
r8ryj5v0;20110116174642;My bad;102
el2mffc2;20140309114849;This solves it.;160,52
80dk3ua5;20080406012305;Removed code.;157,182
vyr9x1xz;20120325180221;Another bug bites the dust;10,116,17,126,19
fdn97hhj;19981108014631;grmbl;194,162,64,37,105,82,25
vsyd55ng;20060305171048;I expected something different.;50,106,69,57,131
thym9c0r;19920308094523;fix tpyo;171,43,20,28,99
gpduhv6g;19910414013332;ALL SORTS OF THINGS;124,104
7trzrj9d;19930627180337;I am sorry;69,164
sw5ejrjc;20150308114053; - Temporary commit.;62,193,168,38,36,162
w80oga5c;20150405141338;syntax;96,150,90,155,68,15,40
ci5tcg7m;19960218133916;needs more cow bell;34,48,146,196
fe0shzoe;20080323185013;I would rather be playing SC2.;187,180,142,26
ajrw0zbx;19960519120700;Update .gitignore;69,21,115,144,124,75
wjztj5ja;20080504184223;Batman! (this commit has no parents);166
ifkol6ve;20071028025200;and so the crazy refactoring process sees the sunlight after some months in the dark!;90,86,74,37,192,71
06vc3ks5;19930425234946;Fixed errors;35,29,191,119,167
b9ehkeur;20140713001027;Add Sandbox;143
d4envf9m;20021020084415;de-misunderestimating;147
zalxd73o;20040829150423;I don't know what these changes are supposed to accomplish but somebody told me to make them.;115,151,17,143,10
946xge7s;20070325094554;I would rather be playing SC2.;81,64,57,54,133,153,17
wns3u8wa;20050619104947;woa!! this one was really HARD!;148,8
g4xog6y3;20081005191054;first blush;80,68,164,31,97
9spoudz8;20131103080802;Same as last commit with changes;147,41,59,31,178,85
pxkck17b;19900819131619;Too tired to write descriptive message;75
ksudnrun;19960128201632;final commit.;193
0ji5jyvv;20060226224153;restored deleted entities just to be sure;72,27,89
wbx2qxtl;19920531031825;some brief changes;90,116,104
0c2gkmbd;19971221035728;One does not simply merge into master;76,57
5zsgjg5l;19901021140511;fixed some minor stuff, might need some additional work.;163,151,180
obgb47r8;20130414110445;yo recipes;2,196,48,179,133
5kqah7sb;20040208234245;You can't see it, but I'm making a very angry face right now;107,191,183,122,188
38iavkyq;19930328110025;better ignores;157,143,116,145,27,44
k6hdrvx5;19910203204239;Obligatory placeholder commit message;132,71,92,167
eqobcxew;20000409224012;i think i fixed a bug...;134,96,121,25
birpknaz;19950402165339;pep8 - cause I fell like doing a barrel roll;130,170,187,122,35,192,19
cjhqfk3l;20120219192709;Final commit, ready for tagging;197
ftosxw2f;20031005202153;Switched off unit test 8 because the build had to go out now and there was no time to fix it properly.;168,42,144,72,192
68df2011;20090517001655;For real, this time.;131,74,17,76,92,87
063ged4y;20040905145254;added security.;50
ivqxj528;20020203003642;Committed some changes;46,185
15f4a4v5;19970713041804;Do things better, faster, stronger;70,130,25,3,109
pj8b4u56;19901028192323;pointless limitation;186,198,22
pybn23o1;19900610162818;Made it to compile...;145,71,186
spkox6xu;20120930074637;For real, this time.;28,89,138,121
94yidxcz;19970112184513;To those I leave behind, good luck!;16,90,170,130,84,37
wm7hmghf;20090719010627;bugger;58,176,46,24,164,43
jdow6kmw;19920322031857;fix;93,174,124,43,51,129
tyop8roo;20070701211950;It was the best of times, it was the worst of times;104,96,30,132,83,180
qh5pp45y;20140216171614;My bad;189,1,158,45
dn0zhcf7;19960630075919;This solves it.;101,166,94
msir6c0v;20010729210357;Removed code.;166,1
eewdpz5v;20070715181224;Another bug bites the dust;2,127,46
j4nztec7;20120826190158;grmbl;139,151,145,159,173,104,1
bfc3dqo2;20140713175655;I expected something different.;36
ox723r56;19900415144755;fix tpyo;34,95,105,118,48,114
rgk3oceq;20031214124249;ALL SORTS OF THINGS;131,141,72,195,145
6m6kw7e2;20011209091733;I am sorry;120,174,20,24,103,133,131
6ybsr3cj;20020804205230; - Temporary commit.;43,198,195,146
aa6r8gti;19980830065254;syntax;143,15
e5spq1gc;20020512091314;needs more cow bell;17,98,14,42,100,81,110
4r0f1g24;20140615024546;I would rather be playing SC2.;90,125,175,197,175,131,153
wb26lfau;20140831023756;Update .gitignore;41,42,52,3,11,77
h7lwfo9a;19961215063956;Batman! (this commit has no parents);90,160,180,194
2w6js0sg;20130203172355;and so the crazy refactoring process sees the sunlight after some months in the dark!;128,100,148,2
zelzumd0;19910303203429;Fixed errors;134,60
rl9u0b8d;20070513205829;Add Sandbox;142,75,193,3,5,111
tq9bx0wz;20060416092511;de-misunderestimating;137,157,63,53,67
8fc74k9b;20020929080835;I don't know what these changes are supposed to accomplish but somebody told me to make them.;31,40,73,9,32,25
nec5qm4g;19931003105942;I would rather be playing SC2.;46,43,68,187
1aofxq7k;20110206193006;woa!! this one was really HARD!;187,22,109,44
6rp1m5ta;20151101203350;first blush;130,27,186,175,115,174
4i5e4sxd;20130217184947;Same as last commit with changes;93,49,85,32
b47ib61t;20070930020035;Too tired to write descriptive message;71,196,114
z1vi311l;19920726222913;final commit.;7,28
oi617gbp;20040208175923;restored deleted entities just to be sure;125,155,45
we4ifyjr;19900429043915;some brief changes;31,145,71,149,11
dq6v2vtb;20030316235629;One does not simply merge into master;171,9,67,2
d061rgdr;20000910155441;fixed some minor stuff, might need some additional work.;111,39,10,195,173
zbp5h7bd;19931017045240;yo recipes;45,50,43
rs3icth4;20010401120629;You can't see it, but I'm making a very angry face right now;144,178,138
9vyebj8i;20051030152151;better ignores;50,136,37,21,22
vg7id41c;19910623074617;Obligatory placeholder commit message;55,49,82,72,194,76
p0c3hh5r;19911215004248;i think i fixed a bug...;198,200,63,107,169
lk6j2jlp;20100117152035;pep8 - cause I fell like doing a barrel roll;107,157,18,84,149,156
0iqfqif5;19920927120137;Final commit, ready for tagging;121,32,173
48vxmov0;20130728181311;Switched off unit test 8 because the build had to go out now and there was no time to fix it properly.;123,47
xdlfb32b;20040321141218;For real, this time.;12,146,14,171,55
k02we48u;19910616194404;added security.;182,151,48
oz56lwfz;20110501065207;Committed some changes;122
wvm2neg5;19920301121446;Do things better, faster, stronger;129,59,176,181,196,135,132
pl10s5t5;19910224091557;pointless limitation;48,150
ki2wr9h2;19900729161147;Made it to compile...;46
127jhrir;20040229163345;For real, this time.;149
56eas0at;20001022231702;To those I leave behind, good luck!;38,144,116
j0k2da39;20030504100423;bugger;155,11,76,151,168,146
sesqg1pn;20121125175026;fix;58,76,175,64,87,11,149
ln9sivzx;20030921040536;It was the best of times, it was the worst of times;181,108,142,47,184,122
b1yux2k5;20020929003356;My bad;69,31,25,115,135
8yozxltt;20081228073323;This solves it.;90,148
j6y2rzie;19990718082649;Removed code.;78,86,108,22
z9whnkjh;20060205060404;Another bug bites the dust;52,133,98,31,92,105,174
95sh2q2x;20150823180720;grmbl;94,106,36,65,155
3hkfd3w8;19971109165031;I expected something different.;124,93,40,93
6nimuwn3;19901230140949;fix tpyo;111,157,166,105,106,13
7n6k0s2h;19930822183955;ALL SORTS OF THINGS;2,61
3n0pihl6;19961117182325;I am sorry;131,121,4,24
3gpo8gja;19980104105252;Temporary commit.;170,55,47,11,133,86,195
zids0dmp;20000827170306;syntax;110,19
wlv1oylz;20050123060056;needs more cow bell;23
mgndjcvj;19961222013248;I would rather be playing SC2.;36,75
znndh9h7;20090705124747;Update .gitignore;88,42
s2rwdq4g;19990704172859;Batman! (this commit has no parents);118,129,31
esmxc2mz;19920426215417;and so the crazy refactoring process sees the sunlight after some months in the dark!;10,67,75,40,154,52,45
vkal3ndn;20141102195807;Fixed errors;141,99,161
o6ceffwo;19960512161743;Add Sandbox;196,156,113,24,68
eie2fs20;20080224125231;de-misunderestimating;154
7789f9po;20010708030022;I don't know what these changes are supposed to accomplish but somebody told me to make them.;22,93,13,55,11,132
fz9lkoel;20151115072022;I would rather be playing SC2.;95,123,160,67,1,92,104
t6gjj8ff;19981122153428;woa!! this one was really HARD!;23,149,22,81
gkwhvjz2;20120325070610;first blush;54,61,150
0p1p5nzh;20121125125044;Same as last commit with changes;162
lwcybqk6;19960915004701;Too tired to write descriptive message;49
ho369iy1;20110821011326;final commit.;143,52,21,129,27,52
uxx0g9yo;20001112083852;restored deleted entities just to be sure;43,123,108,135,168,104
jiac4p8o;20120506025909;some brief changes;157,72,85,122
yw566qv5;20060409213525;One does not simply merge into master;65,48,11
zm346hd4;20011202065957;fixed some minor stuff, might need some additional work.;38,147
7jij9pu3;19951231090127;yo recipes;19,31,141,35,65,114
3qh1si9r;20070923061146;You can't see it, but I'm making a very angry face right now;11,197
4z0xlrex;19931024070338;better ignores;63
ajsjoma0;19920628002046;Obligatory placeholder commit message;132,41,147,77,167
3rifbelr;19960512161443;i think i fixed a bug...;27,138
fg2ldwgx;20010225091743;pep8 - cause I fell like doing a barrel roll;147
u7l0ix1n;19941016020146;Final commit, ready for tagging;105,103,80,185
umq9o79c;20000213184737;Switched off unit test 8 because the build had to go out now and there was no time to fix it properly.;148,185
i4x4vipo;19900506082347;For real, this time.;133,151,10
cvxvnt93;20010408225251;added security.;3,61,64,108
1oa6pzau;20141109011805;Final commit, ready for tagging;162
9x9gh65i;20130428040334;Switched off unit test 8 because the build had to go out now and there was no time to fix it properly.;27,190,70
5u6bzfuf;19960908031756;For real, this time.;50,52,193
or8twktb;19980322041800;added security.;51,90,161,74,173,194,197
f4zfjw0p;19960922195602;Committed some changes;107,16,124,183,87,61
kq88n82m;19900923200848;Do things better, faster, stronger;128
jicobhvn;19940116064043;pointless limitation;7,128
xaaa8enl;20021020172213;Made it to compile...;113,79,94,84,98,80,192
vjb69jui;20000423051423;For real, this time.;23
l6z1pm19;19980816053109;To those I leave behind, good luck!;148,54,57,46,96,1
fe7ygxj7;20120311170602;bugger;126,63,200,10
d0z8vtz4;19940612004606;fix;135,166
vaw95pe3;20091213145321;It was the best of times, it was the worst of times;71,82,182,107,18,110
791acdh5;19920112031019;My bad;119,137,8,195,177
e6tftjn7;20090913105257;This solves it.;151,134,38
lyqftcyn;20120422172525;Removed code.;41
ma8wpdbc;20121111134148;Another bug bites the dust;2,171,24,183,152,159
dhbfgeo6;20140420204904;grmbl;134,183,18,16,99,11,28
ywa3bkij;20030406203848;I expected something different.;69
mnaavpfg;19990523201923;fix tpyo;110,179,9,168,185
10tbflbd;20130728060453;ALL SORTS OF THINGS;28,5,8
bp3051ax;20101003180614;I am sorry;126,60,56
0zrqhzar;20131208012907;Temporary commit.;63,18,174
hm406ldg;19930307003004;syntax;95,152,189,104,119,110
wv4kdpyy;20100725202712;needs more cow bell;146,165,189,68,128,125
gme4zhzo;19900930095633;I would rather be playing SC2.;198
b21ro02k;20120311195748;Update .gitignore;158,6,158
nii48foy;20100912212351;Batman! (this commit has no parents);62,103,140,108,35
sqsoxljb;20010506142757;and so the crazy refactoring process sees the sunlight after some months in the dark!;56,44,126,178
e7epfjh4;19990103233245;Fixed errors;18,136,39,107,66
s5wmedsy;20150802042420;Add Sandbox;191,193,76,45
d3v8q01m;20000416222302;de-misunderestimating;34,17
42a3d6oh;20021229022048;I don't know what these changes are supposed to accomplish but somebody told me to make them.;102,199,79,17,68
u4qym4t4;20040815093502;I would rather be playing SC2.;17,199
4yjgwmpg;20120311090532;woa!! this one was really HARD!;109,8
2u3peoau;19970629110034;first blush;140,84,64,8,116,26
pujo0uj1;19940814044213;Same as last commit with changes;153,57,178,191,70
dn71iuns;19910106231509;Too tired to write descriptive message;61,126
ddv5nqt8;20061105153146;final commit.;15
cjzhs0tq;19960714220407;restored deleted entities just to be sure;142,118,54,117,7
wjrnpvs2;20120909140527;some brief changes;177,194,199,161,21,176,141
jnturn56;20030615101350;One does not simply merge into master;157,180,33,89,64
y4vukejg;20140727234437;fixed some minor stuff, might need some additional work.;105,196,151,140
r0hqrzn3;20120617153426;yo recipes;117,157,123,157,49,41,157
kzb8djmx;20090726145631;You can't see it, but I'm making a very angry face right now;184,77
wrbv9c0w;20061022160224;better ignores;158,89
kf4aygdz;19991121090307;Obligatory placeholder commit message;191,114,64,138,73,155
aggir1pd;20090621222813;i think i fixed a bug...;132,68
yvpf4h8p;20110529012442;pep8 - cause I fell like doing a barrel roll;134,21,9
gymx48ef;19990110050152;Final commit, ready for tagging;132,80,91
wj2v6vym;19920830174759;Switched off unit test 8 because the build had to go out now and there was no time to fix it properly.;51,132,146,45,173
i2yusmzq;20131020225347;For real, this time.;10,55
fz5iv11a;20050403230014;added security.;113,135,14,163
ath1fjig;20000813042301;Committed some changes;49,70,62
kdjdyl7i;20061119201255;Do things better, faster, stronger;67,166,168,102,180,89,83
inxv4deu;20131229055300;pointless limitation;55,183,22,63,178,4,196
zbizxpiw;19940424234417;Made it to compile...;104,185,67,161,62
u1uc0n4g;19990801154005;For real, this time.;129
5qk269ay;19900520181813;To those I leave behind, good luck!;144,43,14,96,87,116,156
uir88ezd;19931219012349;bugger;58,73,49,67,117,175,157
yv6xrekf;20061217181335;fix;49,119,136,30,193,109,135
ouhremhh;19940306082410;It was the best of times, it was the worst of times;198
6djc34aa;20070520201021;My bad;63,102
qrcp4b2r;20040704025457;This solves it.;116,185,77,119,114,72
36wzzzoq;20070617170940;Removed code.;115,137,109,182,133,198,98
zjiniq93;20101024055414;Another bug bites the dust;183,143,105,38,52
o5ujfzvf;19960901210752;grmbl;91,138
src080j7;19960811200847;I expected something different.;155,174
1y7bqlb2;20031109235654;fix tpyo;168,36,136,91,103
7cgpckrx;20150920052757;ALL SORTS OF THINGS;147,121,191,133
7gmh2ll9;19920105150229;I am sorry;111,25,26,116,27
ck89xfm9;20080921162002; - Temporary commit.;138,101,175,106,177,2
13qvq1b0;20120617162928;syntax;56,172
ipyxnjhx;20080817030230;needs more cow bell;117,174,101,40,126,141
43d1dz6f;20040215215916;I would rather be playing SC2.;169,116,172
f5jswrwg;19930829075707;Update .gitignore;27,169,97,153,21,4,124
4gfxgf54;20031207144805;Batman! (this commit has no parents);2,156
e3wtewc0;20070909081744;and so the crazy refactoring process sees the sunlight after some months in the dark!;39,67,174,62
8dvk076e;20111106051100;Fixed errors;193,109
612g005j;19980920075240;Add Sandbox;172,171,93
piu6h5j5;19971102042449;de-misunderestimating;4,159,91,91,106,47,128
8dfg9e76;20030112033323;I don't know what these changes are supposed to accomplish but somebody told me to make them.;65,193,145,130,27,133
hqdrux2e;19921206105120;I would rather be playing SC2.;183,44,187,94,187
b6pjaa1h;20070916121203;woa!! this one was really HARD!;122,131
w2wz2v02;19930516054256;first blush;102,92,4
k6kfbw0n;20030323161833;Same as last commit with changes;88,173,4,33,175,95
8vbhcy0j;20061126021846;Too tired to write descriptive message;187,137,96,163,44
9xgw77h4;19901007161545;final commit.;156,65,68
x4i685e5;20080615113006;restored deleted entities just to be sure;129
x7u2pskf;19930815085659;some brief changes;179,41,186,192,132,177
yzipdy6t;19910526121559;One does not simply merge into master;135,135,165
59cgobg4;20070812111043;fixed some minor stuff, might need some additional work.;138,81,100,1,63,75,93
ow3q3n9u;20070318235341;yo recipes;153,15
1oi9ijb0;20000206153801;You can't see it, but I'm making a very angry face right now;115
b0molrcb;19900225232819;better ignores;183,32
b694ueox;19930509182725;Obligatory placeholder commit message;14,78,181,101
n3sz68nn;20110710120527;i think i fixed a bug...;191,60,65,34,153,101
5zl76hur;20021006195009;pep8 - cause I fell like doing a barrel roll;33,65,45,50,55,120
brkamekl;19930905154822;Final commit, ready for tagging;4,140,172,95,90
v37nwyue;19960922093253;Switched off unit test 8 because the build had to go out now and there was no time to fix it properly.;157,149,163,94,104
jb9f4cuq;20100411080902;For real, this time.;37,164,154,150,177,161
5htu6gux;19960121012905;added security.;4,121,195,3,109,71
3w6rpnax;20050911204611;Committed some changes;26
a7wkjmr5;20020811233052;Do things better, faster, stronger;149,110
gdow0mg9;20130210132733;pointless limitation;159,13,45,6,195,112,135
y52vehfz;20051106213208;Made it to compile...;93,97,150,49,149
3km1uyw3;20090215092227;For real, this time.;137,91,116
7hy58pf6;19941016072123;To those I leave behind, good luck!;25,154,50,21,184
jgpy5ugv;20060730021137;bugger;25,82,62,13,56
h1nwkkdc;19911124233706;fix;12,19,143,46,54,141
cs60g57y;19920719011725;It was the best of times, it was the worst of times;1,112,128,85
gig93cun;19930221172833;My bad;15,27,3,128,94,94
70z9uv9w;19990307014418;This solves it.;197,165,76,175,97,24
80jbfune;20000910190134;Removed code.;54,20,149,32,186,151
39lwxlud;20030202021256;Another bug bites the dust;166,134,121,113,95,81,157
2undlg57;20140302033118;grmbl;15,138,177
tf61afou;19950326112849;I expected something different.;26
jy2z05bu;19960616115053;fix tpyo;102,16,13,6,138,7
uzquz0fc;20150531224516;ALL SORTS OF THINGS;191,52,152,119,150
wbt7ak9u;20081116201945;I am sorry;159,115,104,102
d41f4ia0;19950507143953; - Temporary commit.;20,180,98,61,65,197
qbfrg34i;19980215123204;syntax;180,83,194,65
6eknh83a;20090426040150;needs more cow bell;118
qipztdz9;19930919225431;I would rather be playing SC2.;122,54,77,60,142,163
19xl2edh;20130331151744;Update .gitignore;178,181,118
nwj245g9;20071230083725;Batman! (this commit has no parents);186,41,12,46,189
rk771psc;19980719221519;and so the crazy refactoring process sees the sunlight after some months in the dark!;79,128,77
b2fxen8l;19950924040717;Fixed errors;96,21,125,164,90,153,27
3el2arrd;19910303175948;Add Sandbox;17,7,56,7,125,102,158
z3tuhved;20000213221901;de-misunderestimating;190,19,28
tf3qek9d;20150201055329;I don't know what these changes are supposed to accomplish but somebody told me to make them.;172,100,20,69,50
ivdfzmlt;20120429203714;I would rather be playing SC2.;5,147,110,90
y6fcx94z;20130505133308;woa!! this one was really HARD!;95,161,65,1,90,162
4puly88g;20130901190730;first blush;117,195,172,22
p71ldw78;19980524135329;Same as last commit with changes;175,125,72,180,153
vspgf3hs;20060903151917;Too tired to write descriptive message;29,110,127
smy58wmq;20080120103523;final commit.;56,169,164
3eci8d8l;20100321200535;restored deleted entities just to be sure;65,74
tkt9y2pj;19960630173200;some brief changes;176
u2udlspp;20020310050143;One does not simply merge into master;157,129,44,22,173
fr9znzgf;19980510143814;fixed some minor stuff, might need some additional work.;199
d2qp4dl5;20150405134606;yo recipes;137,95,172,105,200
4b90u2el;20050605195401;You can't see it, but I'm making a very angry face right now;168,90,174,48,105,47,135
cy98wbab;19910714131741;better ignores;37,114,71
73a04gx8;20090531043113;Obligatory placeholder commit message;114,71
m95x85h8;20150315112340;i think i fixed a bug...;188,54,174
mk9fcajb;19900701120815;pep8 - cause I fell like doing a barrel roll;181,8,98,53,56
cx34oh1e;20040704001949;Final commit, ready for tagging;31,164,58
4w7ab9pj;20130519000235;Switched off unit test 8 because the build had to go out now and there was no time to fix it properly.;88,65,9,85,96
jshekg7f;19920301080950;For real, this time.;189,112,90
qzi6xsko;20080127032515;added security.;89,59,23
76mgweuy;20030406184639;Committed some changes;143,41,45,142,120,175,146
v14t1efn;19940522131354;Do things better, faster, stronger;186,69,126,44,108
wxtfhlkk;19960714082011;pointless limitation;160,180
2emdsiah;20110327211814;Made it to compile...;87
331mhz2c;20081012024530;For real, this time.;65,136,143,132,85
zf2k1fjj;19950521045652;To those I leave behind, good luck!;75
hnfmz3l6;20030706211655;bugger;120,142
1ye4b0bv;19900429193754;fix;26,144,87,157,20
pqqzy40q;20000409080307;It was the best of times, it was the worst of times;22
r8z4ja3i;19910317094922;My bad;119
0p304yda;19930801033104;This solves it.;143,40,46
3fn5aqsd;19930411065129;Removed code.;169,74,175
wbk5jsgq;20070422182632;Another bug bites the dust;199,171
968gdk43;19950723085749;grmbl;90,81,172,54,181,68
2ktvab1v;20050220082134;I expected something different.;153,52,181,195,100,51
tfqk93ye;20090726034928;fix tpyo;17
9q4af7qp;19961208013117;ALL SORTS OF THINGS;11,24,12,76
5j8vdk3o;19950319134717;I am sorry;74
oq6dfpme;20071028070035;Temporary commit.;57,174
spb2axml;20100207004623;syntax;19,44,90
4kcvjrea;20090719131618;needs more cow bell;80,163,118,36,15
49sabbxq;19980524142208;I would rather be playing SC2.;102,173,131,118,164,151
4cewrbu1;19951105234949;Update .gitignore;165
tmcxwvq8;20090927194005;Batman! (this commit has no parents);98,88,5,146,71,22
l8iscx9h;19980927213934;and so the crazy refactoring process sees the sunlight after some months in the dark!;3,119
pyi9sas0;20110918114326;Fixed errors;153,143,171,87,9,51,167
6vowba1y;20110807063634;Add Sandbox;60,33
3je4ypfz;20000903013623;de-misunderestimating;133,171,64
gpf4gl2f;20111002220756;I don't know what these changes are supposed to accomplish but somebody told me to make them.;150,75
jnva4hbq;19970928154901;I would rather be playing SC2.;132,108,53,144,119,161,6
23bqdu8b;20120422150948;woa!! this one was really HARD!;7,16,76,189,197,192
wa2g4bxu;19960707150418;first blush;134,162,103,147
dwlb8gnh;20090125213449;Same as last commit with changes;95
p14j4d7x;19940410060037;Too tired to write descriptive message;197,155,105,21,173
drycu8dc;19940116071905;final commit.;99,85,12,7
sz3lbaou;20020203182304;restored deleted entities just to be sure;124,132,60
vs6lrmc1;20110508154924;some brief changes;17,195,44,69,22,186,38
veae1l1y;20050731194518;One does not simply merge into master;23
3ekwo2ah;19960623054047;fixed some minor stuff, might need some additional work.;46
ooza056p;19951224203943;yo recipes;44,112,181,127
u3jxzs9i;19961103184627;You can't see it, but I'm making a very angry face right now;20,21,199,9
acs8rsqg;19900401151635;better ignores;13,134,165,134
5kycuyiy;19960602195816;Obligatory placeholder commit message;191,128,16,68,30,69,88
jawum51q;20070225115945;i think i fixed a bug...;152,49,42,181,154,11
93toi6im;19940904120000;pep8 - cause I fell like doing a barrel roll;92
yyfiz9qw;20100117044516;Final commit, ready for tagging;15,187,17,102,123,150,179
zaex1y62;20050130164509;Switched off unit test 8 because the build had to go out now and there was no time to fix it properly.;130,92,121,3,174,22,67
ee53gk04;20001217005414;For real, this time.;147,113,63,5,7,65,159
uo96zjbl;20080921004830;added security.;149,47,8,68,102
sd2zfu89;20150823220439;Final commit, ready for tagging;9,38,56,152,37,73,191
5gvexrr6;19990425222931;Switched off unit test 8 because the build had to go out now and there was no time to fix it properly.;138,143,25,85
993rhsvy;20140330051122;For real, this time.;136,66
u5g2ilan;20111225134320;added security.;21,81,182,70,41
7nne3jme;19930606092255;Committed some changes;194,16
o96dnros;20000730181632;Do things better, faster, stronger;193,131,136,192,107,12,153
ah5n0gj1;19900325194447;pointless limitation;78,54
0vif82ca;20020922071457;Made it to compile...;102,10,151,110,22
3jo30nil;20061203210335;For real, this time.;19
ty0zqrav;19930131032119;To those I leave behind, good luck!;158
i32ebnbs;19910505214313;bugger;25,113,193,75,161,44
jqio2gyx;20151206100852;fix;104,116,59,180,110,147,59
w8mc4kzd;20060423125633;It was the best of times, it was the worst of times;156,85,113,40,181,87,98
x1h6k0vd;19911229072218;My bad;155,152,116,57
6xaptctb;20121104180400;This solves it.;141,184,39,106,16,30
4qdthwi9;20040516124409;Removed code.;120,103,28
zszsjtui;20061224223155;Another bug bites the dust;66,192,177
2zgx9q96;20030914152724;grmbl;172
ldz9sety;19900429125648;I expected something different.;144,140,108,154
h8i4kq1m;20060416175138;fix tpyo;65,72
2vpnlq55;20150405211059;ALL SORTS OF THINGS;17,77,137,88,106
zro6r7of;19900429073933;I am sorry;107,150,185,6
16f8bs6w;20050220210853;Temporary commit.;111
eldklqwt;20060521221651;syntax;17,133,198,95,193
aqefuje4;19940227144745;needs more cow bell;142,181,8,181,165
lr1gl5xn;20100307040915;I would rather be playing SC2.;140,16,124
15uck6a5;19970914095520;Update .gitignore;136,34,154,172,145
6okagvw4;20100307042428;Batman! (this commit has no parents);35,50
ud3h0pup;20120318221242;and so the crazy refactoring process sees the sunlight after some months in the dark!;179
v3k6m85l;20040201123024;Fixed errors;57,85,114,108,135
z1nf45a4;19920531181519;Add Sandbox;180,35,89,35,11,99
ftcr5yx9;19921129114120;de-misunderestimating;142,147,199,31,172,18
rug4xrsl;19900211093852;I don't know what these changes are supposed to accomplish but somebody told me to make them.;22,174
qbypcvei;20121021143952;I would rather be playing SC2.;199,9,76,23,36,181
haio6aq6;19900527133839;woa!! this one was really HARD!;40,2,85,131,63,72
3kz43xfy;19950917030631;first blush;97,198,73
920nkkli;20010318060330;Same as last commit with changes;61,147,153
gqqhy8bc;20010805005355;Too tired to write descriptive message;67,90
qokppdnm;20021103023536;final commit.;61,119,178,31
5q4oyqiu;19960414063206;restored deleted entities just to be sure;165,100,126
1vyu2q6n;19960714045923;some brief changes;104,4,4,189,139,11
n138cplq;19940313050357;One does not simply merge into master;199,17,94,164,13,66,131
zj4jn3d1;20040815195608;fixed some minor stuff, might need some additional work.;90
rqt1k7ks;20070311151747;yo recipes;150,34,130,117
n0egggno;19990801093426;You can't see it, but I'm making a very angry face right now;12,3,141,46,47,105,49
p0dm6tuh;20061126120812;better ignores;35,35,67
yx0dny3i;20120506073225;Obligatory placeholder commit message;68,16,33,167,200,80,2
kjhclxd5;19921115134711;i think i fixed a bug...;148,51
wyqahfbm;19961222102450;pep8 - cause I fell like doing a barrel roll;78
r3utwc14;20110102205311;Final commit, ready for tagging;124,180,100,14,72,162
tvv6pcx5;19970309030929;Switched off unit test 8 because the build had to go out now and there was no time to fix it properly.;106,116,47,162,83,143,137
bovb2g8v;19941106192627;For real, this time.;18,170,29,171,2
2dkr0ye3;19960114231741;added security.;9
76l4f9y9;20071223074416;Committed some changes;24,99,39
dcbgy4sh;19950205152614;Do things better, faster, stronger;123,123,194,141
idifwfno;20050918094110;pointless limitation;73,125,159,50,126,58,110
gpdilqqg;19900408143940;Made it to compile...;76,182,10
9s408e3x;19910714172845;For real, this time.;12,58,148
o59wmp7x;19960324214628;To those I leave behind, good luck!;11,123,32,83,69
ibl7cnrw;20121125023245;bugger;172
69wntr8o;20051023113009;fix;92,64,82,15,164,25
3tr3e3u0;20060312064530;It was the best of times, it was the worst of times;74,153,169,55,135,59
1woabp2b;19980510234131;My bad;155
t5odrvm9;20110925094335;This solves it.;193,110
ndqq89wj;20020106014829;Removed code.;157,180
7rfcckun;20150208031435;Another bug bites the dust;190,134,97,150,28,103,134
7en80470;19960218194309;grmbl;67,198,81,64
kgr0a71x;20060122053424;I expected something different.;188,147,174,42,156
buh6nkfl;19940508072645;fix tpyo;152,150,110
i103y7pt;19910623035540;ALL SORTS OF THINGS;99,116,113
pesue0qn;19910407135633;I am sorry;37,26
eisybc7v;19971130124014; - Temporary commit.;15,13,86,181,146,155
u20pwa0j;20110508090751;syntax;74,105
ho0yt092;20110918163758;needs more cow bell;159,87,164,97
343voqsp;20081109205253;I would rather be playing SC2.;119,131
r7feynki;19991010223246;Update .gitignore;127,153
6is5szw6;19910616045912;Batman! (this commit has no parents);129,78,26,8,127,166,9
ij60miys;19960303142334;and so the crazy refactoring process sees the sunlight after some months in the dark!;47
ic7ulg0e;20040321064844;Fixed errors;48,12
t8zh0233;20020331011034;Add Sandbox;98,85,100,22,153
byd7lrnc;20010121125619;de-misunderestimating;147,24,187,141,159,189
gaf9u3cu;20020811182634;I don't know what these changes are supposed to accomplish but somebody told me to make them.;100
26gn8v1p;19900812040640;I would rather be playing SC2.;105,29,153,73,62
xgu89j1v;19990808040302;woa!! this one was really HARD!;115,127,64,21,21,117,56
9cnqaa4a;19920802092210;first blush;119,181,85,11,19
chdpm7r3;19950604193541;Same as last commit with changes;106,101,63,107
ky046fp7;19941030184019;Too tired to write descriptive message;199,28,178,107
v8i101l0;19911208131321;final commit.;72
ejnwm1n5;19940130040124;restored deleted entities just to be sure;44,140,47,128,138,198,90
1k90sx2v;20130324065435;some brief changes;197,59,146,164,130
j1j99b16;19920517010740;One does not simply merge into master;90,2,82,169,63,108
wfa2eq0w;20020908082818;fixed some minor stuff, might need some additional work.;28,66,186,118,63
cayj5sjh;20030601003456;yo recipes;152,145,164,145,26,135
